wind_speed,swr,c_relax_C,par_id
0.75362,1.2638,0.0068869,p0150
0.94646,1.0958,0.0031813,p0151
1.2467,1.0166,0.0076699,p0152
1.278,0.99247,0.0060541,p0153
1.0214,1.3086,0.0071832,p0154
0.98496,1.2205,0.0030192,p0155
1.2561,1.1688,0.0075001,p0156
1.022,1.0218,0.003517,p0157
1.3382,1.0542,0.0038449,p0158
1.1861,0.96446,0.0060913,p0159
1.1241,1.0392,0.0032211,p0160
0.8871,1.1754,0.0025599,p0161
1.0594,1.0593,0.0072813,p0162
1.2432,1.009,0.0046186,p0163
0.99443,1.1708,0.0072087,p0164
1.2023,1.2534,0.0067254,p0165
1.1901,1.1459,0.0065002,p0166
1.1544,1.2602,0.0040013,p0167
0.92056,1.2646,0.0069515,p0168
1.367,0.95388,0.0030053,p0169
1.2435,1.1411,0.0053688,p0170
1.2876,1.0833,0.0061996,p0171
0.92574,1.1899,0.0025806,p0172
1.1611,1.1555,0.0073212,p0173
1.2174,1.178,0.0071211,p0174
1.3696,1.1515,0.003561,p0175
0.87019,1.166,0.003526,p0176
1.1942,1.2617,0.0060329,p0177
1.2982,1.3033,0.0063597,p0178
0.85875,1.1198,0.0045545,p0179
1.0672,1.0081,0.0034109,p0180
1.0969,0.98734,0.0062191,p0181
1.0796,1.085,0.00331,p0182
0.82058,1.0844,0.0057622,p0183
1.2524,1.227,0.0065313,p0184
1.1569,1.1668,0.0038735,p0185
0.77208,1.0898,0.0033175,p0186
0.81474,1.3231,0.003563,p0187
0.78076,1.1278,0.00365,p0188
0.95664,0.95495,0.0058173,p0189
0.81807,1.115,0.0038237,p0190
1.0748,1.2352,0.0062295,p0191
1.0174,1.1362,0.0028497,p0192
1.1431,1.2284,0.0027077,p0193
0.83152,1.0885,0.0053018,p0194
1.3946,1.0071,0.0071096,p0195
1.407,1.2595,0.0046133,p0196
1.2927,0.99965,0.0053337,p0197
0.84372,1.3023,0.0042159,p0198
1.1436,1.0962,0.0057168,p0199
1.1823,1.0794,0.0034538,p0200
0.91582,1.2738,0.0049563,p0201
0.79445,1.3371,0.0035013,p0202
0.78953,1.1332,0.0072769,p0203
1.3104,1.0565,0.005279,p0204
0.91459,1.2824,0.0066533,p0205
0.88648,1.1319,0.0027515,p0206
1.3913,1.0195,0.0036259,p0207
0.9074,1.0248,0.0051687,p0208
0.83997,1.2779,0.0042847,p0209
0.91678,1.0059,0.0049239,p0210
0.93874,1.0762,0.0024245,p0211
0.92308,1.1882,0.0071413,p0212
1.1161,0.97882,0.0032548,p0213
1.094,1.2941,0.0029629,p0214
1.2216,1.0652,0.0028815,p0215
0.85966,1.0622,0.0067378,p0216
0.99892,0.99837,0.0078187,p0217
0.97401,1.2545,0.0048469,p0218
0.96278,1.2097,0.0074743,p0219
1.165,1.1889,0.0035467,p0220
0.89852,1.318,0.0042712,p0221
1.0076,1.0207,0.0047781,p0222
1.3647,1.1395,0.0062974,p0223
0.78511,0.96189,0.0044717,p0224
1.2742,1.3143,0.0022872,p0225
0.84147,1.136,0.0030771,p0226
0.95434,1.2567,0.0026271,p0227
1.041,1.3402,0.0064477,p0228
1.2942,1.3385,0.0037745,p0229
1.3961,1.0979,0.0037055,p0230
1.4057,1.2508,0.0057871,p0231
0.77388,1.3404,0.0055983,p0232
0.97924,1.2185,0.0062966,p0233
0.81185,1.2335,0.0036662,p0234
1.0459,1.1346,0.006332,p0235
1.3544,1.186,0.0039433,p0236
1.2676,1.1383,0.0041154,p0237
1.0537,1.2776,0.006479,p0238
0.84571,0.98416,0.0025405,p0239
1.0832,1.0257,0.0045007,p0240
0.74921,1.1282,0.006974,p0241
1.1552,1.2236,0.0048678,p0242
0.74419,1.2024,0.0047141,p0243
0.75973,1.1214,0.0049781,p0244
0.90501,1.0467,0.0055248,p0245
1.093,1.3288,0.0063295,p0246
1.1077,1.2876,0.0068439,p0247
1.0291,1.2791,0.0056283,p0248
1.2156,1.1607,0.007792,p0249
0.84926,1.2133,0.0039394,p0250
1.1256,1.3432,0.0058888,p0251
1.2317,0.9931,0.0058342,p0252
0.9501,0.95854,0.0059407,p0253
1.032,1.325,0.0050137,p0254
1.1414,1.1969,0.0069875,p0255
0.86543,1.2829,0.0035977,p0256
1.2293,1.177,0.00426,p0257
1.0427,1.1133,0.0061835,p0258
1.067,0.97825,0.0022426,p0259
0.85292,1.0242,0.0044457,p0260
1.3613,1.1941,0.0044208,p0261
1.3081,1.1112,0.0038329,p0262
0.78706,1.2838,0.003297,p0263
1.0007,0.98005,0.006849,p0264
1.1448,1.0008,0.0066171,p0265
1.325,1.0414,0.0027768,p0266
1.1062,1.2002,0.0045021,p0267
1.1112,0.96745,0.0053437,p0268
1.078,1.1549,0.0038112,p0269
0.75027,1.1747,0.0062616,p0270
0.85608,0.97371,0.0057448,p0271
1.2548,1.1627,0.0051639,p0272
1.056,1.2396,0.0073985,p0273
1.2364,1.3149,0.0065237,p0274
1.2091,1.2307,0.006779,p0275
0.74534,1.3113,0.0069122,p0276
0.98856,1.3276,0.0073602,p0277
1.323,1.2252,0.0035343,p0278
0.87373,1.0459,0.0030392,p0279
0.98994,1.1087,0.0042735,p0280
1.0511,0.94806,0.0050622,p0281
1.035,0.98218,0.0032346,p0282
0.96612,1.2228,0.0040849,p0283
1.3409,1.1374,0.0078811,p0284
1.3985,1.332,0.0066855,p0285
1.0731,0.9875,0.0078723,p0286
1.333,1.2157,0.0056637,p0287
1.0332,0.9605,0.0035953,p0288
1.0638,1.1294,0.0023517,p0289
1.1625,1.1012,0.0031304,p0290
1.2035,1.24,0.0027224,p0291
0.92699,1.301,0.0045304,p0292
0.79091,1.1239,0.0062726,p0293
1.058,1.3344,0.0066918,p0294
1.015,1.2657,0.0037977,p0295
1.0704,0.99008,0.0028697,p0296
1.3439,1.0974,0.0054757,p0297
1.304,1.3161,0.0025022,p0298
1.2632,1.2542,0.0031637,p0299
0.75152,1.0149,0.0022971,p0300
0.74713,0.96669,0.0055189,p0301
1.1994,1.1937,0.0067568,p0302
1.0388,1.2715,0.0044029,p0303
0.8898,1.0319,0.0057273,p0304
0.82896,1.0341,0.0068612,p0305
0.93131,1.1175,0.0034725,p0306
0.87129,1.3079,0.0037415,p0307
0.89279,1.3175,0.0072494,p0308
1.0123,1.2175,0.0027706,p0309
0.81745,0.9661,0.0058145,p0310
1.0959,1.349,0.0046976,p0311
0.98767,0.98624,0.0026767,p0312
0.80369,1.0478,0.0042357,p0313
1.1739,0.99138,0.0051504,p0314
1.2309,1.2982,0.0033755,p0315
1.0256,1.1301,0.0026368,p0316
1.3921,1.2798,0.007008,p0317
1.2048,1.1962,0.007721,p0318
0.90938,1.1636,0.0071909,p0319
0.77623,1.1406,0.0049631,p0320
1.0085,1.2671,0.0051414,p0321
1.1879,0.96501,0.0074097,p0322
1.0692,1.2928,0.0026025,p0323
1.226,1.2862,0.0068,p0324
1.3233,1.2625,0.0051156,p0325
1.0136,1.3462,0.0047729,p0326
0.95958,1.3039,0.0068695,p0327
1.2413,1.1811,0.007029,p0328
1.3583,1.2071,0.0052118,p0329
0.79775,1.1338,0.0061575,p0330
0.89942,1.3357,0.0027974,p0331
1.1056,0.97189,0.0052929,p0332
0.93435,1.1541,0.0026143,p0333
1.1483,1.0748,0.005795,p0334
1.1933,1.2806,0.0042106,p0335
0.91813,1.272,0.0023113,p0336
0.79995,1.079,0.0041386,p0337
1.0401,1.0733,0.0043443,p0338
1.3898,0.97531,0.0048237,p0339
0.94577,1.2168,0.0065057,p0340
0.88083,1.1437,0.0025141,p0341
1.257,1.3448,0.0075138,p0342
1.135,1.2109,0.003862,p0343
1.0355,1.062,0.0055507,p0344
0.95793,1.1506,0.0075507,p0345
1.076,1.0826,0.0078494,p0346
0.91995,1.0337,0.0030263,p0347
0.77261,1.0185,0.004466,p0348
1.0808,1.1144,0.0024013,p0349
0.9959,1.0101,0.0028152,p0350
0.99365,1.1078,0.0064421,p0351
1.3299,1.2458,0.0028386,p0352
1.2856,1.1756,0.0078607,p0353
0.89482,1.1995,0.0042961,p0354
1.1198,1.0802,0.0066413,p0355
1.2383,1.0201,0.0059772,p0356
1.1265,1.0586,0.0056369,p0357
1.3796,1.2313,0.0036363,p0358
1.2273,1.1862,0.0032434,p0359
1.2341,0.95146,0.0049325,p0360
0.8953,1.0767,0.0053717,p0361
0.95638,1.3257,0.0059732,p0362
1.4001,1.342,0.0052524,p0363
0.97183,1.2886,0.0031585,p0364
1.3129,1.2552,0.0024748,p0365
1.0775,1.0447,0.00333,p0366
0.80889,1.2476,0.0029465,p0367
1.1956,1.0951,0.0073933,p0368
1.1592,1.3261,0.006416,p0369
0.90585,1.0494,0.003273,p0370
0.87661,1.2068,0.0066653,p0371
0.76539,1.3438,0.0050539,p0372
1.3489,1.118,0.0055381,p0373
1.3476,1.2417,0.007149,p0374
0.9691,1.2584,0.0029042,p0375
1.1146,1.0312,0.0065386,p0376
1.0574,1.1629,0.0057022,p0377
1.1228,1.055,0.002377,p0378
1.3089,1.1902,0.0070964,p0379
1.1813,1.1513,0.0067186,p0380
1.011,1.1201,0.0052675,p0381
1.2146,1.2574,0.0072602,p0382
1.3636,1.2871,0.0045138,p0383
0.75544,1.086,0.0030969,p0384
1.3209,1.0721,0.0030566,p0385
0.88358,1.3331,0.0046834,p0386
0.89683,1.0752,0.0050232,p0387
0.87431,1.0135,0.0069699,p0388
0.93077,1.2344,0.002655,p0389
1.1137,1.148,0.0031153,p0390
1.1894,0.96365,0.0043838,p0391
0.8635,1.0225,0.0036785,p0392
0.96137,0.98127,0.002258,p0393
1.3321,1.0682,0.0073095,p0394
1.2797,0.9558,0.0054973,p0395
0.8281,1.2288,0.0070856,p0396
0.86757,1.3099,0.0037203,p0397
0.94948,1.1682,0.0051195,p0398
1.2019,1.1926,0.0043574,p0399
1.1098,1.0876,0.007781,p0400
1.3393,1.0421,0.0051009,p0401
0.76634,1.1049,0.0070305,p0402
1.4078,1.2365,0.0029151,p0403
1.258,1.0739,0.0049057,p0404
1.3173,1.305,0.0076055,p0405
1.137,1.3334,0.0041802,p0406
0.97749,1.0704,0.0024491,p0407
0.85104,1.0357,0.006638,p0408
1.055,1.0891,0.0034279,p0409
0.90984,1.2512,0.0047193,p0410
1.2635,1.2299,0.0065785,p0411
1.3594,1.2047,0.0056996,p0412
1.2326,1.1024,0.0063138,p0413
1.3469,1.0535,0.0058553,p0414
1.3527,1.1155,0.003488,p0415
0.84776,1.2119,0.0022723,p0416
1.2602,1.2194,0.0071605,p0417
0.89211,1.0471,0.002478,p0418
1.1362,1.1062,0.0059226,p0419
1.0186,1.2809,0.0029919,p0420
1.2966,1.3121,0.0063774,p0421
0.95297,0.94999,0.0061209,p0422
0.93366,1.2684,0.0077108,p0423
0.76424,1.2655,0.0040747,p0424
0.79534,1.0124,0.0064291,p0425
0.92401,1.157,0.0078152,p0426
1.2189,1.1468,0.0040908,p0427
1.3727,1.2254,0.0045399,p0428
1.3556,1.3208,0.0053226,p0429
1.3863,0.95121,0.0068146,p0430
0.79103,1.347,0.0025782,p0431
0.75422,1.158,0.0045634,p0432
1.2822,1.0429,0.0054171,p0433
0.97058,1.1798,0.0022299,p0434
1.3302,1.1495,0.0065943,p0435
0.81041,1.1717,0.0076608,p0436
1.1582,1.061,0.0075869,p0437
1.3454,1.2164,0.0034633,p0438
0.82001,1.2917,0.0060045,p0439
1.4013,0.98461,0.0027297,p0440
1.1844,1.0067,0.0054139,p0441
0.76822,0.97109,0.0060902,p0442
1.1746,1.1704,0.0021979,p0443
0.87797,1.2447,0.0039725,p0444
1.0376,1.2113,0.003956,p0445
1.3929,0.99525,0.0079059,p0446
0.83777,1.2494,0.004103,p0447
1.277,1.1042,0.0064874,p0448
1.1295,1.1125,0.005033,p0449
1.1925,1.2889,0.0024907,p0450
1.1491,1.1953,0.0033359,p0451
1.1005,1.0272,0.0075301,p0452
1.0831,0.99414,0.0027927,p0453
1.2666,0.9729,0.0076374,p0454
1.1528,1.0531,0.0031408,p0455
1.3421,1.3425,0.0078921,p0456
1.3165,1.2749,0.0055619,p0457
0.74605,1.1257,0.006919,p0458
0.91168,1.1168,0.0038863,p0459
0.98397,1.0914,0.0060134,p0460
1.2618,1.1263,0.0068071,p0461
0.86224,1.1823,0.0059078,p0462
1.1176,0.96896,0.0040094,p0463
0.80775,1.3238,0.0040345,p0464
0.82317,1.2471,0.0076924,p0465
1.2484,0.97548,0.0053876,p0466
0.86143,1.2444,0.0065526,p0467
0.77645,1.0664,0.0029767,p0468
0.90084,1.3307,0.0025329,p0469
1.1643,1.1922,0.0022631,p0470
1.2135,1.2326,0.0031924,p0471
1.1982,1.0383,0.0032837,p0472
1.2971,1.3138,0.0024545,p0473
0.94307,0.98329,0.0025994,p0474
0.78307,1.003,0.0071019,p0475
0.79293,1.2007,0.0054733,p0476
1.2455,0.98891,0.0033892,p0477
1.0902,1.0266,0.0039102,p0478
1.3144,1.3378,0.0059158,p0479
1.0071,1.2216,0.0060404,p0480
1.0869,1.092,0.0059985,p0481
1.3749,1.1116,0.0066049,p0482
1.3516,1.0379,0.0054611,p0483
1.0272,0.94946,0.0045777,p0484
0.88878,1.1069,0.0047621,p0485
1.3833,1.11,0.0075574,p0486
1.0985,1.0288,0.0066243,p0487
0.8364,1.0511,0.0033915,p0488
0.80548,0.98533,0.0022235,p0489
1.1381,1.1006,0.0043189,p0490
0.87953,1.002,0.0033619,p0491
0.79686,1.1245,0.0051814,p0492
1.2657,1.1789,0.002339,p0493
1.3816,1.0942,0.0057497,p0494
1.1775,1.3222,0.0039018,p0495
1.0445,1.2764,0.0075386,p0496
1.3705,1.0366,0.0075673,p0497
1.0612,1.0641,0.0058479,p0498
0.86603,1.0996,0.0052273,p0499
1.3115,0.96121,0.004375,p0500
